scenario,expected_role,trial,parameter_name,parameter_value,probe_count,maximum_dot_relative_defect,maximum_gamma_scaled_normwise_score,median_gamma_scaled_normwise_score,minimum_dot_signal,maximum_dot_condition_proxy,traditional_dot_gate,fd_relative_error,structure_relative_error,actual_forward_branch_changed,diagnostic_support_changed
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-12,4,7.232510446078505e-12,0.0833448858252086,0.07678055128774336,0.005056174962755408,197.2474210284881,True,1.0000301943470053e-12,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-12,8,1.2639772955710725e-10,0.08873969415834286,0.07261466227565633,0.0002130564159295036,4681.001824429028,False,1.0000301943470053e-12,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-12,16,1.2639772955710725e-10,0.08873969415834286,0.06832918980709371,0.0002130564159295036,4681.001824429028,False,1.0000301943470053e-12,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-12,1,3.048656452539871e-15,5.740005910827037e-05,5.740005910827037e-05,0.010242224092376365,97.3731352367748,True,2.2144106186404953e-12,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-12,2,3.048656452539871e-15,5.740005910827037e-05,3.188892172681687e-05,0.00860959940795306,115.83784847771798,True,2.2144106186404953e-12,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-12,4,1.2522787945462566e-14,0.00012755568690726746,8.689731170557596e-05,0.0050561749627083255,197.24742103032497,True,2.2144106186404953e-12,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-12,8,2.2263514030579022e-14,0.00012755568690726746,5.1022274762906993e-05,0.00021305641589683573,4681.001825146768,True,2.2144106186404953e-12,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-12,16,2.2263514030579022e-14,0.0001403112555979942,4.464449041754361e-05,0.00021305641589683573,4681.001825146768,True,2.2144106186404953e-12,0.0,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-12,1,3.048656452539871e-15,5.740005910827037e-05,5.740005910827037e-05,0.010242224092376365,97.3731352367748,True,0.0,9.99999863625913e-13,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-12,2,3.048656452539871e-15,5.740005910827037e-05,3.188892172681687e-05,0.00860959940795306,115.83784847771798,True,0.0,9.99999863625913e-13,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-12,4,1.2522787945462566e-14,0.00012755568690726746,8.689731170557596e-05,0.0050561749627083255,197.24742103032497,True,0.0,9.99999863625913e-13,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-12,8,2.2263514030579022e-14,0.00012755568690726746,5.1022274762906993e-05,0.00021305641589683573,4681.001825146768,True,0.0,9.99999863625913e-13,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-12,16,2.2263514030579022e-14,0.0001403112555979942,4.464449041754361e-05,0.00021305641589683573,4681.001825146768,True,0.0,9.99999863625913e-13,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-10,1,9.737312920669591e-09,183.33398706754983,183.33398706754983,0.010242224192096371,97.37313428883361,False,0.0,0.0,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-10,2,9.737312920669591e-09,183.33398706754983,92.61671099508808,0.008609599408989144,115.83784846389686,False,0.0,0.0,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-10,4,9.737312920669591e-09,183.33398706754983,3.208832315434172,0.005056174962844044,197.24742102523285,False,0.0,0.0,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-10,8,9.737312920669591e-09,183.33398706754983,1.7069741188825964,0.0002130564159026073,4681.001825024767,False,0.0,0.0,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-10,16,9.737312920669591e-09,183.33398706754983,1.7977092623179016,0.0002130564159026073,4681.001825024767,False,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-10,1,6.774792116763032e-16,1.2755568690727965e-05,1.2755568690727965e-05,0.01024222409236463,97.37313523687706,True,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-10,2,1.8012506155564026e-10,2.850799446749901,1.4254061011592958,0.008609599409506676,115.83784845680378,False,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-10,4,1.8012506155564026e-10,2.850799446749901,1.036357269976877,0.005056174963039416,197.2474210173899,False,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-10,8,4.91993534622822e-09,5.826077299460443,1.0387689942485685,0.0002130564159026073,4681.001825019515,False,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-10,16,4.91993534622822e-09,5.826077299460443,1.43695626860875,0.0002130564159026073,4681.001825019515,False,0.0,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-10,1,3.81506327778686e-10,7.182995563426367,7.182995563426367,0.010242224096272096,97.3731351997379,False,1.0000001970652542e-10,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-10,2,5.16423603661341e-10,8.173321972113529,7.678158767769948,0.008609599407955863,115.83784847768018,False,1.0000001970652542e-10,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-10,4,7.236488570379818e-10,8.32427456089176,7.678158767769948,0.005056174966377734,197.24742088717684,False,1.0000001970652542e-10,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-10,8,1.2624424585800157e-08,8.882132182573308,7.266238803313572,0.00021305641859228845,4681.001765925742,False,1.0000001970652542e-10,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-10,16,1.2624424585800157e-08,8.882132182573308,6.836441909337141,0.00021305641859228845,4681.001765925742,False,1.0000001970652542e-10,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-10,1,1.693698029191041e-16,3.188892172681713e-06,3.188892172681713e-06,0.010242224092362917,97.37313523690183,True,2.4826146427591007e-10,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-10,2,6.044613902846589e-16,9.56667651804514e-06,6.377784345363426e-06,0.008609599407961561,115.83784847760262,True,2.4826146427591007e-10,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-10,4,3.3971021558966776e-15,9.247787300776967e-05,1.4350014777067709e-05,0.005056174962720634,197.24742102984314,True,2.4826146427591007e-10,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-10,8,7.674813798544195e-14,9.247787300776967e-05,3.069308716206149e-05,0.00021305641588626086,4681.001825379066,True,2.4826146427591007e-10,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-10,16,7.674813798544195e-14,0.00014031125559799538,2.590974890303892e-05,0.00021305641588626086,4681.001825379066,True,2.4826146427591007e-10,0.0,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-10,1,1.693698029191041e-16,3.188892172681713e-06,3.188892172681713e-06,0.010242224092362917,97.37313523690183,True,0.0,1.0000000016379761e-10,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-10,2,6.044613902846589e-16,9.56667651804514e-06,6.377784345363426e-06,0.008609599407961561,115.83784847760262,True,0.0,1.0000000016379761e-10,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-10,4,3.3971021558966776e-15,9.247787300776967e-05,1.4350014777067709e-05,0.005056174962720634,197.24742102984314,True,0.0,1.0000000016379761e-10,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-10,8,7.674813798544195e-14,9.247787300776967e-05,3.069308716206149e-05,0.00021305641588626086,4681.001825379066,True,0.0,1.0000000016379761e-10,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-10,16,7.674813798544195e-14,0.00014031125559799538,2.590974890303892e-05,0.00021305641588626086,4681.001825379066,True,0.0,1.0000000016379761e-10,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-08,1,9.737304038688641e-07,18333.399655180878,18333.399655180878,0.010242234065539342,97.373040431704,False,0.0,0.0,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-08,2,9.737304038688641e-07,18333.399655180878,9261.67236774625,0.008609599511283978,115.83784709934845,False,0.0,0.0,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-08,4,9.737304038688641e-07,18333.399655180878,320.88945782275925,0.0050561749752393486,197.24742056173156,False,0.0,0.0,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-08,8,9.737304038688641e-07,18333.399655180878,170.70004589583905,0.0002130564159026073,4681.001825500688,False,0.0,0.0,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-08,16,9.737304038688641e-07,18333.399655180878,179.7739046388017,0.0002130564159026073,4681.001825500688,False,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-08,1,5.081094087572273e-16,9.56667651813576e-06,9.56667651813576e-06,0.01024222409236463,97.37313523596319,True,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-08,2,1.801263156232281e-08,285.08193454638143,142.54097205652897,0.008609599563037416,115.83784639003741,False,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-08,4,1.801263156232281e-08,285.08193454638143,103.6385435876719,0.005056174994776378,197.2474197774419,False,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-08,8,4.920026434149882e-07,582.6185163792865,103.87491635842507,0.0002130564159026073,4681.001824975582,False,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-08,16,4.920026434149882e-07,582.6185163792865,143.7026663416949,0.0002130564159026073,4681.001824975582,False,0.0,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-08,1,3.81505513944117e-08,718.2980511855312,718.2980511855312,0.010242224483111134,97.37313152204757,False,1.0000000023405433e-08,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-08,2,5.164247199000418e-08,817.3339638576165,767.8160075215739,0.008609599407955863,115.83784847768018,False,1.0000000023405433e-08,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-08,4,7.236528845353555e-08,832.4173823788026,767.8160075215739,0.005056175328610425,197.24740675604818,False,1.0000000023405433e-08,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-08,8,1.2624252885777584e-06,888.2214990130801,726.6289191796016,0.00021305668487072064,4680.995915605617,False,1.0000000023405433e-08,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-08,16,1.2624252885777584e-06,888.2214990130801,683.6477066873344,0.00021305668487072064,4680.995915605617,False,1.0000000023405433e-08,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-08,1,6.436052541943398e-15,0.0001211779025758587,0.0001211779025758587,0.010242224043002289,97.37313569496234,True,2.5802580365490046e-08,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-08,2,6.436052541943398e-15,0.0001211779025758587,8.928898084536957e-05,0.008609599399325544,115.83784858045722,True,2.5802580365490046e-08,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-08,4,6.436052541943398e-15,0.0001211779025758587,5.2616720855307065e-05,0.005056174996487509,197.2474196898441,True,2.5802580365490046e-08,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-08,8,1.3129111753528325e-13,0.0001211779025758587,4.962713444307371e-05,0.00021305642434347235,4681.001639029073,True,2.5802580365490046e-08,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-08,16,1.3129111753528325e-13,0.0001211779025758587,3.986115216311141e-05,0.00021305642434347235,4681.001639029073,True,2.5802580365490046e-08,0.0,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-08,1,6.436052541943398e-15,0.0001211779025758587,0.0001211779025758587,0.010242224043002289,97.37313569496234,True,0.0,9.999999999827998e-09,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-08,2,6.436052541943398e-15,0.0001211779025758587,8.928898084536957e-05,0.008609599399325544,115.83784858045722,True,0.0,9.999999999827998e-09,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-08,4,6.436052541943398e-15,0.0001211779025758587,5.2616720855307065e-05,0.005056174996487509,197.2474196898441,True,0.0,9.999999999827998e-09,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-08,8,1.3129111753528325e-13,0.0001211779025758587,4.962713444307371e-05,0.00021305642434347235,4681.001639029073,True,0.0,9.999999999827998e-09,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-08,16,1.3129111753528325e-13,0.0001211779025758587,3.986115216311141e-05,0.00021305642434347235,4681.001639029073,True,0.0,9.999999999827998e-09,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-06,1,9.736365463231047e-05,1833339.947528,1833339.947528,0.010243221409836299,97.36365563252794,False,0.0,0.0,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-06,2,9.736365463231047e-05,1833339.947528,926167.2285551792,0.008609609740767469,115.83771064472627,False,0.0,0.0,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-06,4,9.736365463231047e-05,1833339.947528,32088.95141285968,0.005056176214769211,197.2473742117315,False,0.0,0.0,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-06,8,9.736365463231047e-05,1833339.947528,17070.006955975943,0.0002130564159026073,4681.001873095126,False,0.0,0.0,False,False
vjp_aligned_fault,fault_should_reject_by_adjoint,0,relative_fault_magnitude,1e-06,16,9.736365463231047e-05,1833339.947528,17977.393289813437,0.0002130564159026073,4681.001873095126,False,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-06,1,8.468490145953789e-16,1.594446087851624e-05,1.594446087851624e-05,0.01024222409236463,97.37313514462268,True,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-06,2,1.801260031176667e-06,28508.194858981566,14254.097437463013,0.008609614916111103,115.83763971383428,False,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-06,4,1.801260031176667e-06,28508.194858981566,10363.857169930741,0.005056178168472488,197.2472957828203,False,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-06,8,4.920027295883361e-05,58261.861897035924,10387.49075312017,0.0002130564159026073,4681.001820584586,False,0.0,0.0,False,False
vjp_first_probe_blind_fault,fault_needs_multiple_random_tangents,0,relative_fault_magnitude,1e-06,16,4.920027295883361e-05,58261.861897035924,14370.2735818955,0.0002130564159026073,4681.001820584586,False,0.0,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-06,1,3.815040640631021e-06,71829.80342844027,71829.80342844027,0.010242263167014857,97.37276375441813,False,1.0000000000089978e-06,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-06,2,5.164247348100894e-06,81733.39874554187,76781.60108699107,0.008609599407955863,115.83784847768018,False,1.0000000000089978e-06,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-06,4,7.236477448745556e-06,83241.72804618088,76781.60108699107,0.00505621155187971,197.2459936534006,False,1.0000000000089978e-06,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-06,8,0.00012622673696203272,88822.15855835305,72662.89679497211,0.0002130833127138387,4680.41095743461,False,1.0000000000089978e-06,0.0,False,False
jvp_aligned_fault,fault_should_reject_by_adjoint_and_fd,0,relative_fault_magnitude,1e-06,16,0.00012622673696203272,88822.15855835305,68364.7743136372,0.0002130833127138387,4680.41095743461,False,1.0000000000089978e-06,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-06,1,2.20180721790337e-15,4.145559821638317e-05,4.145559821638317e-05,0.010242225115953907,97.37312557248545,True,1.8495086767200377e-06,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-06,2,2.20180721790337e-15,4.145559821638317e-05,2.3916691278682598e-05,0.008609604397274118,115.83778142851772,True,1.8495086767200377e-06,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-06,4,7.0333499479951745e-15,6.537228949506576e-05,2.8700029534419113e-05,0.005056172594918484,197.24751353617964,True,1.8495086767200377e-06,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-06,8,2.709737745396115e-14,6.537228949506576e-05,2.3119468236059843e-05,0.00021306034424528218,4680.915521329014,True,1.8495086767200377e-06,0.0,False,False
self_consistent_wrong_derivative,fault_adjoint_blind_fd_must_reject,0,relative_fault_magnitude,1e-06,16,2.709737745396115e-14,7.33445199212933e-05,2.3119468236059843e-05,0.00021306034424528218,4680.915521329014,True,1.8495086767200377e-06,0.0,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-06,1,2.20180721790337e-15,4.145559821638317e-05,4.145559821638317e-05,0.010242225115953907,97.37312557248545,True,0.0,9.99999991023241e-07,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-06,2,2.20180721790337e-15,4.145559821638317e-05,2.3916691278682598e-05,0.008609604397274118,115.83778142851772,True,0.0,9.99999991023241e-07,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-06,4,7.0333499479951745e-15,6.537228949506576e-05,2.8700029534419113e-05,0.005056172594918484,197.24751353617964,True,0.0,9.99999991023241e-07,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-06,8,2.709737745396115e-14,6.537228949506576e-05,2.3119468236059843e-05,0.00021306034424528218,4680.915521329014,True,0.0,9.99999991023241e-07,False,False
structure_mismatch,fault_adjoint_and_fd_blind_structure_must_reject,0,relative_fault_magnitude,1e-06,16,2.709737745396115e-14,7.33445199212933e-05,2.3119468236059843e-05,0.00021306034424528218,4680.915521329014,True,0.0,9.99999991023241e-07,False,False
separate_cancellation_residual,numerically_unstable_correct_formula_needs_rejection_or_rewrite,0,component_difference_scale,1e-08,1,1.1274261187834769e-07,3771.7936550590434,3771.7936550590434,1.833059511515151e-10,54.80032980896686,False,5.797672542976736e-07,0.0,False,False
separate_cancellation_residual,numerically_unstable_correct_formula_needs_rejection_or_rewrite,0,component_difference_scale,1e-08,2,4.1808448527326305e-06,6984.023750987451,5377.908703023248,9.152893036308626e-12,1097.4919666602648,False,5.797672542976736e-07,0.0,False,False
separate_cancellation_residual,numerically_unstable_correct_formula_needs_rejection_or_rewrite,0,component_difference_scale,1e-08,4,4.1808448527326305e-06,7319.089812061784,5377.908703023248,9.152893036308626e-12,1097.4919666602648,False,5.797672542976736e-07,0.0,False,False
separate_cancellation_residual,numerically_unstable_correct_formula_needs_rejection_or_rewrite,0,component_difference_scale,1e-08,8,4.1808448527326305e-06,12094.842577370488,5377.908703023248,9.152893036308626e-12,1097.4919666602648,False,5.797672542976736e-07,0.0,False,False
