rig_id,split_role,geometry_seed_sha256,noise_seed_sha256,geometry_feature_sha256,geometry_feature_0,geometry_feature_1,geometry_feature_2,geometry_feature_3,geometry_feature_4,geometry_feature_5
fresh-04,fresh_geometry_ood,c6a3f13eb154c8da406d1f3377d352050ee48927e78abae4b890660b707990f5,504f388188576e5902482b09a53e90cdb5fb63a4b91f8a9b7ab60603ac547df5,db310d46b9d0201e00c7e605bd17529f4e8d7e1f3719c9cfb0dd6205ae1d6033,-1.194881405459343,1.1193489616814538,0.5327371257997917,-0.4608720841722333,0.5705109055073614,1.0252756678225659
fresh-05,fresh_geometry_ood,8f4552ad545539668556e17d2f24032f510bd5b9e6fee3d4e03b741cba2c04ec,e224200778e7241cc1d3114b1d5dceb0b39b6ddf601f248a3dad40e6ae543f9b,f9131f8870bc0bb9f09c77380f4be78ec981d87c64924a02daa8f90a370433d9,-1.1764654632093403,0.9030359500112465,0.5954861430728913,0.5807650149206314,0.6055960133787787,1.044677133044178
fresh-06,fresh_geometry_ood,f23989f5965414762d6acc0e958644638f258fb6ca95552baec26a0fc362acd4,c49c03331a1d0834a3d7f40d23e234d87708b77b5e4aa544b16cde512df8db4c,c2c75e1cb6afdedb651b108be5ce7198fa3519ac7bf27a105e8a27b7f5d2a567,1.2609128200780106,-1.1603855020331535,1.1133878129867774,0.48657184460525965,0.5736846295858394,1.0736883527378862
fresh-07,fresh_geometry_ood,562feea020025ab9dbcaf12814551504a3d90e2d9d4c6e475ced0936919a97cd,7c30894b26598f447737ab5cef1aeb5735503efee9873b539d02025f5e68c607,c1d679fb96de728e4030b53bae40b7ff267911ab756895515a9a22b15131ea51,1.1473029558948202,-1.154409798102102,1.1180693866699052,0.47192112502984346,0.5513455905507835,1.0701673018386944
train-00,train,cc58c078de7e0643d3bae34d5b0dc67d6dded679c608f70c7ef1300cbe24f4a6,f6ed6537f458847ba3a22d26092f08e7ef34b131b5968b6c1764fb550a433f06,51c35c6cc703a29be3f86871b45c1e2e87b13c7961edbb2065d4790bc0e1fc82,0.14105518344954915,0.727082739175559,0.6735104064823627,-0.24596758725955317,1.1275407934155954,0.7891082785160328
train-01,train,da95046107539795458d3644fb8052a71f9eae2214fd1d14565069c88e447aff,40f959fbfb0ff2c9876c2a4cef1db9863ac6c8cc6868ccca6b013beb948f643e,2e9079a610191eca1a4622b2ee5b66f8729fa4d9e255faad7894fb5e008cb475,0.569833342226641,0.42518016941671744,0.9871271189765847,-0.20133244588292043,1.0349501747398506,0.8263784273997719
train-02,train,5b9e22c418773205b89201049bfb42852994d9cf6c0ba30e291212e70eb21c5f,66390272c088eb178c4dabb20a26b8bcbb4f04885178d6afa6a31e99ad9f5a46,36c073a0777bb4ff7ea68766a467eef17209e60e6dd3c490c34368e8ee53fa70,-0.6079752957768096,0.5904497022166455,0.7614866703120704,0.2261737814835013,0.9939764825924766,0.8582724350595279
train-03,train,441ea1e98bd75ab728bdf38480bba890cc3d2690b08f932f1c356f7217a79870,92256057a4366e05faf7a57015bfec7c8e3f1dfca0eb0786ba86b5f00874f324,805b3bedab45fc92b7807029c95c5d2144a529c22d3977e36fe858792a164aa5,-0.38772347406875374,-0.19964385674230045,0.8675588938479049,0.0910021089738226,0.8498195124130801,0.7295686309508019
train-04,train,7fbc15bbe6798ee74bc51e63973871e46f2e8d839e6d09cecbaf15a2b40a965b,17fcf4157b1e67aca529dd587657be7f0ff7130a1400cbb69310472659615d7d,e197970be00989f060761e5ccf366770aac55b13c1b603c133c87837a6d06ad7,-0.5389801440868531,0.5422090258450709,0.9289812040548018,-0.03480693865549378,1.0392940229919807,0.9108951549323504
train-05,train,0570296a774a3b55cb827280f37816a48f03343efae83ebc707310ac5c5142bf,98579ed58002f43e727bc4476606fbf0216eeb9dad4c391fa558f233cbaf5b64,ec70a5763e619abc08bb1461e3dd7a02efc10343829304778e63fbd5da2b743c,0.6535095158788297,0.14752874563349572,0.7111069023123826,0.12403453291727395,0.9639596826264443,0.8259248857352832
train-06,train,1a5e8ccac95a58a272c3769f34c9ef0bdeb4b8ea23db50373e830fbfe3515b09,004387855547dd5f5543c92281a46100994d00845a1e46ea13eb5c819a5a9729,cc262d00396bbbfd4f1319552b4dd40cba0edd4e7575cb2d361d04e3b109dd9b,-0.46970408324341356,0.5156860566118227,0.9640183133964599,0.15630383374460977,1.1440629127225952,0.8128152051645945
train-07,train,f12ee7b56b8e70613a319c4dce017ba657c096998fbc8e199ec04f4582899ac6,882448c07b18187c619da84f88adf4b34c382477dfc04a66b01ff9ec5f6179d7,79fef666f02ee4fd82f8afeffe6a2d76ac1bc38e0218e54fbf4b7a1bdb26d0d8,0.45454697574847114,0.5244475894630802,0.9167796252676448,-0.2602739910280178,0.8237777835401401,0.8941797478228353
train-08,train,b1c2d600a0c661c26ef93b9be3319a8663894e3c93a0b6ea6fec0d3af1facac0,e13442ee95d3362e5db4430203b45b488b9a5f6420050bb289676cae9dc0361e,116b6972c7749dd324716f5c685e2cd0c97c19ea5dea3eb3a6921f50cebfc17b,-0.871164950565499,-0.3376215856572678,0.983684786398181,0.22350434394612406,1.128561971240666,0.7806329591644297
train-09,train,fcd47acb38b177a7d022c3a9f610186875448033b85036423de019e529c9f747,94241efb079cf0955b2d6b8e1b76beb3ae71111012aae0ea88d8950d5cc7d5c4,72056f359115593a5e0dfb61dce96af4d7c05571efb8ea6589dece126d5f8a2e,-0.6268889739381474,0.5246275057244987,0.9296063097563396,0.1588018282572563,1.0001706853295227,0.9373196044015092
train-10,train,1f8e251ffcfca1ee92c12296c3a631229101e0b1f83f0505544702e249bc9e75,d3f65486fe578e279ae6f84c7a4fed8065c1ea116d843cc8b9ef2f9f59e95025,bb03f36ffc54f4e98629580f62dc75273496f326d6aef4b5df94eb8274ac1691,0.25482025987078327,0.22800753907175708,0.9994928435419286,0.2135127806960374,1.0082766636797622,0.8112574324779862
train-11,train,d1d77d3e1dec0196f28a358e9b34518d0e2e2809c11ce78d4e453c032c0e9bea,c7b4b5d7289ac34cb2b372ce51c2fbc197e2642a111b4c03217d7e8b9ac26404,098dd9200b8b6113fd96855eb2f3743120f476d45a14869c423206bbe2ed80be,0.849338307477045,0.7454491925421793,0.775476427331267,-0.2784717380832326,1.0876507206289654,0.7189044649307997
