case_id,scenario,expected_role,trial,parameter_name,parameter_value,parameter_value_float_hex,forward_path_id,probe_index,input_dimension,output_dimension,lhs,rhs,absolute_defect,signal_relative_defect,left_action_scale,right_action_scale,maximum_action_scale,normwise_defect,dot_condition_proxy,output_gamma,input_gamma,side_weighted_gamma_scale,side_weighted_gamma_score,contraction_roundoff_envelope,contraction_envelope_ratio,finite,tangent_sha256,candidate_jvp_sha256,candidate_vjp_sha256,candidate_jvp_0,candidate_jvp_1,candidate_jvp_2,candidate_jvp_3,candidate_jvp_4,candidate_jvp_5,candidate_jvp_6,candidate_jvp_7
trial-00__clean_general__none__0x0.0p+0,clean_general,clean_derivative_strong_signal_should_pass,0,none,0.0,0x0.0p+0,base,10,4913,8,0.012238532364126198,0.012238532364126186,1.214306433183765e-17,9.92199388827995e-16,0.030269612214055493,1.0027792793997312,1.0027792793997312,1.21094089011358e-17,81.93623627119666,8.88178419700126e-16,5.454525719986369e-13,5.469954219118643e-13,2.21995721452203e-05,3.4704071930257524e-13,3.4990315707738166e-05,True,d3a50eb88937bcb78084bc3415eadcee0d864fabaa0df2843f9dd701136b751a,bb5a7408538632f2aa0cc3c2af90a1875a3afd0644e3a656379acd19a8d63681,47e4082c06cf5e7f1544e1cb6368d6f3c40ad339fcd363e83881aa7c9f877d8d,0.017692156243452477,0.0049792081919947445,-0.00498186544622071,-0.01307154798171151,-0.019125667242337115,0.0037507969128611728,-0.0016305844017548614,-0.0004916669884374564
trial-00__clean_general__none__0x0.0p+0,clean_general,clean_derivative_strong_signal_should_pass,0,none,0.0,0x0.0p+0,base,11,4913,8,0.005314228064909949,0.0053142280649099705,2.168404344971009e-17,4.0803750205774134e-15,0.055414293515492194,1.0027792793997319,1.0027792793997319,2.1623944466313915e-17,188.6970726794956,8.88178419700126e-16,5.454525719986369e-13,5.470177548751668e-13,3.964047465819192e-05,3.477974413407988e-13,6.234675955669952e-05,True,c3b3b7cc9a1c60295117673bbad73cdd5a77ec3ccef77b556e2ec7c624b35fb0,8603fb3fa97c8e4fe595fcbf6cf302d39cbce1f48a87c9a20e40b8b965e087d8,47e4082c06cf5e7f1544e1cb6368d6f3c40ad339fcd363e83881aa7c9f877d8d,0.018469809719238325,-0.043471478699577945,0.008314244856012162,0.0006974960986514869,0.01358875600633972,-0.0005993215281562291,0.018567361957723738,-0.015506999062744536
trial-00__clean_general__none__0x0.0p+0,clean_general,clean_derivative_strong_signal_should_pass,0,none,0.0,0x0.0p+0,base,12,4913,8,0.023837749611200578,0.023837749611200568,1.0408340855860843e-17,4.366326950162403e-16,0.06154274967186988,1.0027792793997319,1.0027792793997319,1.037949334383068e-17,42.066860159004214,8.88178419700126e-16,5.454525719986369e-13,5.47023198037671e-13,1.9027238503227184e-05,3.5058940567483345e-13,2.9688121453146325e-05,True,31efde60034a23cfe605557404074ffede36c9c49c9d90ecb04d95954ab97f57,e445be6f3b94f636d7c9d0dfe46f2188a4c5232d3713d1fcb351008cf0aae2fc,47e4082c06cf5e7f1544e1cb6368d6f3c40ad339fcd363e83881aa7c9f877d8d,0.015908902959548343,-0.031277088372289326,0.004948187290754844,-0.01291472634399143,-0.0318781855769574,0.03187567742636741,-0.016930143544369405,0.006780751082573899
trial-00__clean_general__none__0x0.0p+0,clean_general,clean_derivative_strong_signal_should_pass,0,none,0.0,0x0.0p+0,base,13,4913,8,0.003112219249748473,0.0031122192497484514,2.168404344971009e-17,6.967389412382362e-15,0.031270182285524854,1.0027792793997314,1.0027792793997314,2.1623944466313925e-17,322.20714510418094,8.88178419700126e-16,5.454525719986369e-13,5.469963105966093e-13,3.964202871141724e-05,3.4113980934087394e-13,6.356350931779687e-05,True,3945aefc62928f9bad19807b64a16fdcbca7a8ed8479cc4f12b8908a12339c18,02533620863fd7f3ae05b056418afd363254e3b2ff8a160f24ebdec9e70e9f56,47e4082c06cf5e7f1544e1cb6368d6f3c40ad339fcd363e83881aa7c9f877d8d,0.015552941033807386,0.010272823110343584,-0.01963869216530346,-0.0036172694144536474,-0.0031269452296757544,-0.004382535596305418,-0.013696767617466948,-0.003879525079567437
trial-00__clean_general__none__0x0.0p+0,clean_general,clean_derivative_strong_signal_should_pass,0,none,0.0,0x0.0p+0,base,14,4913,8,0.01393542814649732,0.013935428146497309,1.0408340855860843e-17,7.46897816589653e-16,0.04098004240805465,1.0027792793997317,1.0027792793997317,1.0379493343830681e-17,71.95898603601792,8.88178419700126e-16,5.454525719986369e-13,5.470049346848285e-13,1.9027873782999575e-05,3.4612640819178367e-13,3.0070923828769894e-05,True,7ddfe8a9e889641c10082b29e58ada01a9496f1e1b4233b3bd5fc8695b502ac1,d1b0c491136bc412c7da72eba3462c5915862e623ca3b7bddb1861addca6d777,47e4082c06cf5e7f1544e1cb6368d6f3c40ad339fcd363e83881aa7c9f877d8d,0.017697043934915967,0.0005036322861089744,-0.008098275239303244,-0.026487913236075335,0.01921583871390229,0.01431367997761152,0.004950177829605419,-0.0003148083126805722
trial-00__clean_general__none__0x0.0p+0,clean_general,clean_derivative_strong_signal_should_pass,0,none,0.0,0x0.0p+0,base,15,4913,8,-0.0024311885491932433,-0.0024311885491932602,1.691355389077387e-17,6.956907516032141e-15,0.034967156332712676,1.0027792793997319,1.0027792793997319,1.6866676683724854e-17,412.4646275306304,8.88178419700126e-16,5.454525719986369e-13,5.469995941691765e-13,3.092059678117939e-05,3.454067405650078e-13,4.896706376692908e-05,True,51d06849bf47029ff746f0e669a625a3cb81791dd393ecba40e1f324cfdc28af,eb825ebfb64d5aebecf34a5c6407ddff938f0da19430f691f24ecdf9c18bc9b3,47e4082c06cf5e7f1544e1cb6368d6f3c40ad339fcd363e83881aa7c9f877d8d,-0.003072302201889663,0.0019452447078678614,0.0022772231548903493,0.028982142860420567,-0.013829736583847068,-0.0021546959495440388,-0.012286499007217578,0.004179266401679882
trial-00__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,0,none,0.0,0x0.0p+0,base,0,4913,8,-4.051592745202633e-19,1.349529412564186e-17,1.3900453400162123e-17,1.030022263371825,0.042267815656684304,1.0140316449052784,1.0140316449052784,1.3708106122724184e-17,7.513964760342333e+16,8.88178419700126e-16,5.454525719986369e-13,5.531437101633067e-13,2.5129913157754683e-05,3.50444924536217e-13,3.966515828002973e-05,True,cbdeb241daeeb2c0f52ba1f74930c8e87cabce344886bae0cdbb0179e14c7139,c34e637886a62a49f184054edc1deb1a0eb0140bcdeea3b17129d38da3c8a295,cebad278f79fc1e897e35362a5320a0d516fcbccd8726078717bfd81333b633f,-0.007563766218146299,-0.007897964080791527,0.02447594865787628,0.023372723161036148,0.008098231095530126,-0.010077333666878843,0.01585206824275931,0.01015881515800206
trial-00__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,0,none,0.0,0x0.0p+0,base,1,4913,8,0.009713285004103374,0.009713285004103395,2.0816681711721685e-17,2.143114477020662e-15,0.03869636978554697,1.0140316449052784,1.0140316449052784,2.0528631247663074e-17,104.39636482167452,8.88178419700126e-16,5.454525719986369e-13,5.531405380821567e-13,3.7633621617929274e-05,3.521732642429876e-13,5.9109205113761506e-05,True,4f8b1628fcc231c8f68211e489e6289869837fdbb1be4800b14f6fdee9aa6212,389e0a8649fb74febc04575172f74b6609479ebe345bf439d1d0e328ce0d2b5b,cebad278f79fc1e897e35362a5320a0d516fcbccd8726078717bfd81333b633f,0.02122198599241592,0.010723338159823454,0.016985535385874054,-0.00045344028207437416,0.002303659142438747,0.006055332865842014,-0.008269449920350605,-0.02308624351962673
trial-00__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,0,none,0.0,0x0.0p+0,base,2,4913,8,-0.018402540952020843,-0.018402540952020836,6.938893903907228e-18,3.7706172870357045e-16,0.023044272176933934,1.014031644905278,1.014031644905278,6.842877082554361e-18,55.102806049939744,8.88178419700126e-16,5.454525719986369e-13,5.531266362268375e-13,1.2544855824049638e-05,3.450652857211513e-13,2.0108930660485442e-05,True,e0e38dcfb01cc02a74001b3e8d371550a2acf1d2342d64c0f8cf3e62b3c16996,e4aa76832b02dfbabeaee265cc89552baf1aabf1d88e8a93be41e5309a3bc865,cebad278f79fc1e897e35362a5320a0d516fcbccd8726078717bfd81333b633f,-0.004560166484152312,-0.01376931270611535,-0.0013511509204508305,-0.002824926329095178,-0.00886111430666032,-0.005654201909492094,-0.0033884707302352275,0.013743088879481214
trial-00__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,0,none,0.0,0x0.0p+0,base,3,4913,8,0.007285274127494119,0.0072852741274941155,3.469446951953614e-18,4.762273719886754e-16,0.03376657954358521,1.014031644905278,1.014031644905278,3.4214385412771806e-18,139.18922296669564,8.88178419700126e-16,5.454525719986369e-13,5.5313615954885e-13,6.272319919897067e-06,3.5116326896905065e-13,9.879868592575921e-06,True,0370e571f2dd90b49289a816b0e475173f9af3b7261dc4bb6d20d78eb56daa25,847304849ce322c2186a13a57a6e5fd9ff6e19afe2b2a9d850827cabaf8ae55d,cebad278f79fc1e897e35362a5320a0d516fcbccd8726078717bfd81333b633f,0.017758295345175028,0.006717210280820517,0.02106770957516767,0.008087195051408456,0.012082625727430785,0.007263069777254213,0.0072786341003246305,0.0043280797800017284
trial-00__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,0,none,0.0,0x0.0p+0,base,4,4913,8,-0.0035266581370564463,-0.0035266581370564593,1.3010426069826053e-17,3.689165653205406e-15,0.04581465843971261,1.0140316449052782,1.0140316449052782,1.2830394529789424e-17,287.5332979543189,8.88178419700126e-16,5.454525719986369e-13,5.531468603925245e-13,2.3520744672750352e-05,3.5107987222521747e-13,3.705830809201125e-05,True,1329423c48fee1e1cf45eb9f8c94d41c86a0b67513317057ee03218b3d594b34,a14bf0fd52390c54f6df28ab7642affb1b8dd19ce731da5ecb6ebb5b87390bee,cebad278f79fc1e897e35362a5320a0d516fcbccd8726078717bfd81333b633f,0.02405803764175492,0.025496343311904215,0.000947172879331165,0.003416546181872837,-0.018322194118341545,0.022241705293759326,-0.004972634591841138,0.001561076472224799
trial-00__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,0,none,0.0,0x0.0p+0,base,5,4913,8,-0.015053814802512826,-0.015053814802512826,0.0,0.0,0.030571625487725566,1.0140316449052784,1.0140316449052784,0.0,67.36044372858987,8.88178419700126e-16,5.454525719986369e-13,5.531333218596059e-13,0.0,3.517544672846804e-13,0.0,True,aac47743dc6a175dbd4f7b30ea3081bde7728611559cffd7bcc5217d5adb255b,199dc62b92ccdcfba1290221511bb11f2d59e47bd8f712e83c7ff5d67931508a,cebad278f79fc1e897e35362a5320a0d516fcbccd8726078717bfd81333b633f,0.012734229678148244,-0.015500399671647331,-0.011363920823133072,0.00039622788704854863,0.00983064707803014,-0.005420372414517309,-0.005133916966186653,0.015828026850231876
trial-00__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,0,none,0.0,0x0.0p+0,base,6,4913,8,0.024158089552842738,0.02415808955284274,3.469446951953614e-18,1.4361429302448115e-16,0.03182056366481305,1.0140316449052782,1.0140316449052782,3.42143854127718e-18,41.97482763226013,8.88178419700126e-16,5.454525719986369e-13,5.531344311395422e-13,6.272339519357018e-06,3.5255677489376265e-13,9.840817703755875e-06,True,d0e85bd610f96aef63bd26f4d5cd55934936139c7d82ba00fc1ee2d38cac2bcb,dbf8c2e9dc4aa05e1e040a8bc5ec7508c6269cdc5ba38e28617ab2e64634fc59,cebad278f79fc1e897e35362a5320a0d516fcbccd8726078717bfd81333b633f,-0.004037735280510034,0.020646610846819596,0.014404724844883419,-0.0023083112422782486,0.002758512080146304,0.008464069788683169,0.012287419130596802,-0.011265322563865539
trial-00__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,0,none,0.0,0x0.0p+0,base,7,4913,8,-0.016990502914032465,-0.016990502914032476,1.0408340855860843e-17,6.125975733928736e-16,0.03789498102446329,1.0140316449052782,1.0140316449052782,1.0264315623831539e-17,59.68226191043399,8.88178419700126e-16,5.454525719986369e-13,5.531398263059533e-13,1.881683502229646e-05,3.5424676146358836e-13,2.9381611882232198e-05,True,e02935c7156b9562db57f438b81903a5ce8d1ba7084db9bff544e1f5ac12caba,7b86a9777ae78afe7ffb96d93c3589f75343aff79627ee62a195dd791d432d84,cebad278f79fc1e897e35362a5320a0d516fcbccd8726078717bfd81333b633f,0.02094454925120725,-0.012283197218832618,0.004541890422595579,0.020134296682391688,0.006860000973515729,-0.005452595992911741,-0.018451120453560153,-0.0017959887738164047
trial-00__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,0,none,0.0,0x0.0p+0,base,8,4913,8,-0.005074567018352887,-0.005074567018352922,3.469446951953614e-17,6.836931977459055e-15,0.02047526438753049,1.0140316449052782,1.0140316449052782,3.42143854127718e-17,199.82623960583885,8.88178419700126e-16,5.454525719986369e-13,5.531243544895591e-13,6.272453786916202e-05,3.4609784970628987e-13,0.00010024468383429432,True,1db41ce78b9194189cee2c251edd7e9b51919dd714550145a1e40d2d906d30f9,eb0597ffb3f4aa6d6ea4572a1b3bacf3367dcdb04729d675916e181010d06252,cebad278f79fc1e897e35362a5320a0d516fcbccd8726078717bfd81333b633f,0.01438572226033135,-0.002337041094779509,-0.005677860113654118,0.008731188404220812,-0.0026583640323451538,0.00450782611839289,-0.004122027601508498,-0.007346797404259863
trial-00__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,0,none,0.0,0x0.0p+0,base,9,4913,8,0.020913291463456492,0.020913291463456492,0.0,0.0,0.032290150863911744,1.0140316449052782,1.0140316449052782,0.0,48.487424692434416,8.88178419700126e-16,5.454525719986369e-13,5.531348482167586e-13,0.0,3.506596842250583e-13,0.0,True,acc63b55951d060a90feb954f8c76480f02bebf8423ba85d69db59a032dc3545,310e2e9ddbf6709f0c407925c835215cdcfd6d9d404b95e9c3ad3483328b6783,cebad278f79fc1e897e35362a5320a0d516fcbccd8726078717bfd81333b633f,-0.00779449036662255,-3.761351687666775e-05,3.464321968941315e-05,-0.02298811311973134,0.0057608204116540215,0.0048067861967698595,0.013751713772038205,-0.014423658550418826
trial-00__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,0,none,0.0,0x0.0p+0,base,10,4913,8,-0.010915986841996168,-0.010915986841996198,2.949029909160572e-17,2.7015696810983747e-15,0.030269612214055493,1.0140316449052778,1.0140316449052778,2.908222760085604e-17,92.89417984676157,8.88178419700126e-16,5.454525719986369e-13,5.531330536179334e-13,5.331501868983517e-05,3.5326050973328905e-13,8.348031630784555e-05,True,d3a50eb88937bcb78084bc3415eadcee0d864fabaa0df2843f9dd701136b751a,bb5a7408538632f2aa0cc3c2af90a1875a3afd0644e3a656379acd19a8d63681,cebad278f79fc1e897e35362a5320a0d516fcbccd8726078717bfd81333b633f,0.017692156243452477,0.0049792081919947445,-0.00498186544622071,-0.01307154798171151,-0.019125667242337115,0.0037507969128611728,-0.0016305844017548614,-0.0004916669884374564
trial-00__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,0,none,0.0,0x0.0p+0,base,11,4913,8,-0.0031879694943034434,-0.0031879694943034373,6.071532165918825e-18,1.9045138847056085e-15,0.055414293515492194,1.0140316449052784,1.0140316449052784,5.987517447235063e-18,318.08072402111856,8.88178419700126e-16,5.454525719986369e-13,5.531553865812359e-13,1.0976178327474653e-05,3.518985191834468e-13,1.7253645113390485e-05,True,c3b3b7cc9a1c60295117673bbad73cdd5a77ec3ccef77b556e2ec7c624b35fb0,8603fb3fa97c8e4fe595fcbf6cf302d39cbce1f48a87c9a20e40b8b965e087d8,cebad278f79fc1e897e35362a5320a0d516fcbccd8726078717bfd81333b633f,0.018469809719238325,-0.043471478699577945,0.008314244856012162,0.0006974960986514869,0.01358875600633972,-0.0005993215281562291,0.018567361957723738,-0.015506999062744536
trial-00__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,0,none,0.0,0x0.0p+0,base,12,4913,8,-0.03885788954758537,-0.038857889547585366,6.938893903907228e-18,1.7857104399377786e-16,0.06154274967186988,1.0140316449052784,1.0140316449052784,6.842877082554358e-18,26.09590115962153,8.88178419700126e-16,5.454525719986369e-13,5.531608297437401e-13,1.2544080366503488e-05,3.51757419835841e-13,1.9726361158623147e-05,True,31efde60034a23cfe605557404074ffede36c9c49c9d90ecb04d95954ab97f57,e445be6f3b94f636d7c9d0dfe46f2188a4c5232d3713d1fcb351008cf0aae2fc,cebad278f79fc1e897e35362a5320a0d516fcbccd8726078717bfd81333b633f,0.015908902959548343,-0.031277088372289326,0.004948187290754844,-0.01291472634399143,-0.0318781855769574,0.03187567742636741,-0.016930143544369405,0.006780751082573899
trial-00__clean_low_bilinear_signal__none__0x0.0p+0,clean_low_bilinear_signal,clean_but_signal_relative_gate_is_unresolved,0,none,0.0,0x0.0p+0,base,13,4913,8,-0.0050821240836049185,-0.005082124083604952,3.382710778154774e-17,6.656096392977644e-15,0.031270182285524854,1.014031644905278,1.014031644905278,3.335902577745251e-17,199.52910008170934,8.88178419700126e-16,5.454525719986369e-13,5.531339423026784e-13,6.115536436026073e-05,3.5364016052560413e-13,9.565403355566739e-05,True,3945aefc62928f9bad19807b64a16fdcbca7a8ed8479cc4f12b8908a12339c18,02533620863fd7f3ae05b056418afd363254e3b2ff8a160f24ebdec9e70e9f56,cebad278f79fc1e897e35362a5320a0d516fcbccd8726078717bfd81333b633f,0.015552941033807386,0.010272823110343584,-0.01963869216530346,-0.0036172694144536474,-0.0031269452296757544,-0.004382535596305418,-0.013696767617466948,-0.003879525079567437
