candidate_id,partition,feature_set,basis_rank,target_l2,ridge_alpha,residual_shrinkage,geometry_cluster_count,case_count,mean_field_gain_over_low_cgls24,mean_h1_gain_over_low_cgls24,mean_field_gain_over_component_damping,mean_field_gain_over_high_order_teacher_b0p75,worst_case_field_gain_over_low_cgls24,worst_geometry_field_gain_over_low_cgls24,worst_case_field_gain_over_component_damping,case_harm_over_one_percent_rate_vs_low,case_harm_over_one_percent_rate_vs_component_damping,takeover_rate,fallback_rate,evaluator_mean_adjoint_residual_gain_over_component_damping,low_forward_calls,low_adjoint_calls,high_order_forward_calls,high_order_adjoint_calls,evaluator_only,mean_exact_oracle_field_gain_retention,family_mean_field_gain_over_component_damping
adjoint_projection_oracle,development,,4,,,,6,12,0.042561465003368014,0.10658351857719399,0.005677330068471588,-0.005547158944064555,0.014671848382523112,0.018408821973282752,0.0017799953920250022,0.0,0.0,1.0,0.0,0.17065895387870053,25,24,0,0,True,0.49998155265680727,"{'single_interface': 0.009246364874193946, 'smooth_no_interface': 0.0021082952627492304}"
component_damping,development,,,,,,6,12,0.03720064444663195,0.10774875470046907,0.0,-0.0113351301075173,0.0016665345630942907,0.010943165553555234,0.0,0.0,0.0,1.0,0.0,,25,24,0,0,False,0.43700647918930974,"{'single_interface': 0.0, 'smooth_no_interface': 0.0}"
exact_mismatch_oracle,development,,4,,,,6,12,0.08512607070641796,0.1146025413527871,0.051900854147615805,0.04207349356895073,0.02201611647556967,0.04438189866766257,0.007940172499303011,0.0,0.0,1.0,0.0,1.0,25,24,0,0,True,1.0,"{'single_interface': 0.09411780683450309, 'smooth_no_interface': 0.009683901460728525}"
exact_mismatch_refine12_oracle,development,,,,,,6,12,0.08616424290918634,0.11549593155940278,0.05305920758257187,0.04327615498849972,0.02203087355362543,0.04458297791452137,0.007955141973296387,0.0,0.0,1.0,0.0,1.0,25,24,0,0,True,1.0121957021409906,"{'single_interface': 0.09640256003355059, 'smooth_no_interface': 0.00971585513159314}"
frozen_global_pca_rank4_probe_tax_oracle,development,,4,,,,6,12,0.04631335236425904,0.09465653551171312,0.009932164784828038,-0.00113085946398996,0.006790031519105955,0.015894210144839105,-7.094511664029746e-05,0.0,0.0,1.0,0.0,0.28873604766803557,25,24,0,0,True,0.5440560333623775,"{'single_interface': 0.013933487442246761, 'smooth_no_interface': 0.005930842127409315}"
high_order_teacher_b0p75,development,,4,,,,6,12,0.0473413107574621,0.10827046335347555,0.011013366276942873,0.0,0.016661674373196322,0.02156629149633349,0.00250866488662127,0.0,0.0,1.0,0.0,0.17684262055148117,25,24,1,0,True,0.5561317509970874,"{'single_interface': 0.018818800484403393, 'smooth_no_interface': 0.003207932069482352}"
krylov_schedule_damping_anchor,development,,4,,,,6,12,0.03728387334893452,0.1078004367584174,7.9661728491572e-05,-0.011256434821076208,0.0019624590738995806,0.011103067142320289,-0.0007366555545833542,0.0,0.0,1.0,0.0,,25,24,0,0,False,0.43798419261613536,"{'single_interface': 0.00013703380438330934, 'smooth_no_interface': 2.2289652599834692e-05}"
low_cgls24_matched,development,,,,,,6,12,0.0,0.0,-0.04041775495623769,-0.05279998887587852,0.0,0.0,-0.18042607957932244,0.0,0.9166666666666666,1.0,0.0,,25,24,0,0,False,0.0,"{'single_interface': -0.062335163462689046, 'smooth_no_interface': -0.018500346449786337}"
measurement_projection_oracle,development,,4,,,,6,12,0.04828122395554497,0.11076334093210467,0.01193198499512856,0.0009304006292541281,0.016732977448371877,0.02715869549284361,0.0021113364200215923,0.0,0.0,1.0,0.0,0.1628106156352009,25,24,0,0,True,0.5671731768526803,"{'single_interface': 0.02139853782346901, 'smooth_no_interface': 0.00246543216678811}"
truth_conditioned_finite_k_oracle_search,development,,4,,,,6,12,0.05559879826154939,0.12144975429234706,0.020196078824145685,0.009542942179453054,0.016829646852559055,0.03010455542119439,0.002237213208923561,0.0,0.0,1.0,0.0,0.11728186120679802,25,24,0,0,True,0.6531347893796018,"{'single_interface': 0.03777873640217142, 'smooth_no_interface': 0.0026134212461199438}"
