strategy,source_index,sample_seed,source_split,family_id,noise_level,model_seed_count,field_rel_l2,audit_reprojection_rel_l2
carry_adam_restart_cosine,208,30460829,test_iid,1,0.02,3,0.12820746004581451,0.11275126785039902
carry_adam_restart_cosine,209,30460830,test_iid,1,0.05,3,0.09946814427773158,0.1481546958287557
carry_adam_restart_cosine,210,30460831,test_iid,1,0.02,3,0.08249292025963466,0.10314443955818813
carry_adam_restart_cosine,211,30460832,test_iid,1,0.05,3,0.11152635018030803,0.14697225391864777
carry_adam_restart_cosine,212,30460833,test_iid,0,0.02,3,0.09089595327774684,0.10673533131678899
carry_adam_restart_cosine,213,30460834,test_iid,0,0.05,3,0.10683631151914597,0.15516026318073273
carry_adam_restart_cosine,214,30460835,test_iid,0,0.02,3,0.09478701899449031,0.11693714062372844
carry_adam_restart_cosine,215,30460836,test_iid,0,0.05,3,0.07234998792409897,0.08030471950769424
carry_adam_restart_cosine,216,30460837,test_iid,0,0.02,3,0.06169818341732025,0.07224386682113011
carry_adam_restart_cosine,217,30460838,test_iid,0,0.05,3,0.0693374698360761,0.07037252808610599
carry_adam_restart_cosine,218,30460839,test_iid,1,0.02,3,0.13215069969495138,0.18053151170412698
carry_adam_restart_cosine,219,30460840,test_iid,1,0.05,3,0.136432483792305,0.16569699347019196
carry_adam_restart_cosine,220,30460841,test_iid,1,0.02,3,0.24760877092679343,0.3665678600470225
carry_adam_restart_cosine,221,30460842,test_iid,1,0.05,3,0.10671847065289815,0.15785768131415048
carry_adam_restart_cosine,222,30460843,test_iid,1,0.02,3,0.16666750609874725,0.2765853901704152
carry_adam_restart_cosine,223,30460844,test_iid,1,0.05,3,0.14293568332990012,0.21707245210806528
carry_adam_restart_cosine,224,30460845,test_iid,0,0.02,3,0.051264128337303795,0.05600296085079511
carry_adam_restart_cosine,225,30460846,test_iid,0,0.05,3,0.06748519837856293,0.056235109766324363
carry_adam_restart_cosine,226,30460847,test_iid,0,0.02,3,0.043869469314813614,0.05159080649415652
carry_adam_restart_cosine,227,30460848,test_iid,0,0.05,3,0.054667425652345024,0.04872278496623039
carry_adam_restart_cosine,228,30460849,test_iid,0,0.02,3,0.057040428121884666,0.06198988730708758
carry_adam_restart_cosine,229,30460850,test_iid,0,0.05,3,0.05810743694504102,0.0661967471241951
carry_adam_restart_cosine,230,30460851,test_iid,1,0.02,3,0.11015169819196065,0.13270879040161768
